"Person H-ID"	"Person Record Title"	"Family name"	"Given name(s)"	"Alternate name(s) / title(s)"	Gender	"Short description"	Note	"Index reference"	"CartulR Entity ID"	IndexFontenay	"Related Person(s)"	Honorific	"Cause of death"	"Person type"	"Person role"	"Birth date"	"Birth date (temporal)"	"Country of birth"	"Death date"	"Death date (temporal)"	"Country of death"	"Place of death"	"Place of death Record Title"	"Place of death H-ID"	"Place of death Record Title"	"Cause of death"	"date from"	"date from (temporal)"	"date to"	"date to (temporal)"
86530	Agnès	Agnès				"femme de Robin Penart"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e133674																						
86531	"Bernard VIII"	"Bernard VIII"				"comte de Comminges, fils aîné du précédent"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e156605																						
86532	"Sicard de Labarde"	"Sicard de Labarde"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e373275																						
86533	"Sicard de Lavaur (ms. de Vauro)"	"Sicard de Lavaur (ms. de Vauro)"				"professeur ès lois, clerc du roi, juge mage et lieutenant du sénéchal de Béziers et Carcassonne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e373290																						
86534	"Sicard de Puylaurens"	"Sicard de Puylaurens"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e373308																						
86537	"Simon (Jean le fils)"	"Simon (Jean le fils)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e373670																						
86538	Simon	Simon				"archidiacre de Wells"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#41e373680																						
86539	Simon	Simon				"doyen du chapitre de Châlons"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e373686																						
86540	Simon	Simon				"évêque de Beauvais"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e373701																						
86541	Simon	Simon				"seigneur de Choisy-la-Victoire, chevalier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e373725																						
86543	"Simon d'Aubenton (Me)"	"Simon d'Aubenton (Me)"				"bourgeois de Carcassonne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e373818																						
86544	"Simon de Bachambre"	"Simon de Bachambre"				"aumônier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e373860																						
86545	Simon	Simon				"Simonet de Bagnolet, écuyer"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e373888																						
86546	"Simon de Bucy (Me)"	"Simon de Bucy (Me)"				"magister Simon de Buxiaco, clerc et procureur du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e373906																						
86547	"Simon de Cerny"	"Simon de Cerny"				"prévôt de Laon"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e373924																						
86548	"Simon de Châteauvillain"	"Simon de Châteauvillain"				clerc		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e373939																						
86549	"Simon II de Châteauvillain"	"Simon II de Châteauvillain"				"jadis seigneur d'Arc-en-Barrois"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e373957																						
86550	"Simon de Clairac"	"Simon de Clairac"				"baile de Castelseigneur"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e373975																						
86551	"Simon de Clermont-Nesle"	"Simon de Clermont-Nesle"				"év. de Beauvais"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e373991																						
86552	"Simon de Condé"	"Simon de Condé"				"sergent du Châtelet et de la prévôté de Paris"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374015																						
86553	Bernard	Bernard				"prévôt de l'église de Soissons"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e156634																						
86554	"Simon de Corneville"	"Simon de Corneville"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374030																						
86555	"Simon de Courceaux"	"Simon de Courceaux"				"prévôt de Melun"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374045																						
86556	"Simon de Curia Nivardi"	"Simon de Curia Nivardi"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374060																						
86557	"Simon de Guilberville (Me)"	"Simon de Guilberville (Me)"				"doyen de l'église de Paris"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374075																						
86558	"Simon de Guyancourt"	"Simon de Guyancourt"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374091																						
86559	"Simon de Guyencourt (Me)"	"Simon de Guyencourt (Me)"				"professeur ès-lois, clerc du roi, enquêteur des fraudes commises dans le transit des laines"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374118																						
86560	"Simon de Jarciay"	"Simon de Jarciay"				vavasseur		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374129																						
86561	"Simon de Joinville"	"Simon de Joinville"				"dit de Sailly, chevalier du roi"	"seigneur d'Échenay"	Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374144																						
86562	"Simon de La Chassagne"	"Simon de La Chassagne"				d'Égletons		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374159																						
86563	"Simon de Lamorlaye"	"Simon de Lamorlaye"				"sergent à verge du Châtelet de Paris"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374174																						
86564	Bernard	Bernard				"seigneur de Gayrosse"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e156649																						
86565	"Simon de La Queue"	"Simon de La Queue"				"chevalier du Roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374190																						
86566	"Simon de La Salle (Me)"	"Simon de La Salle (Me)"				"clerc du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374211																						
86567	"Simon de La Vacherie"	"Simon de La Vacherie"				damoiseau		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374226																						
86568	"Simon de Manicourt"	"Simon de Manicourt"				écuyer		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374241																						
86569	"Simon de Massy"	"Simon de Massy"				"dit Cordelier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374256																						
86570	"Simon de Maxéville"	"Simon de Maxéville"				"chevalier, membre de l'hôtel du duc de Lorraine, familier et conseiller dudit duc"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374271																						
86571	"Simon de Melun"	"Simon de Melun"				clerc		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374287																						
86572	"Simon de Melun"	"Simon de Melun"				"maréchal de France"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374302																						
86573	"Simon de Menou"	"Simon de Menou"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374320																						
86574	"Simon de Montfort"	"Simon de Montfort"				"chevalier, fils du suivant"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374335																						
86575	"Bernard de Barrabès"	"Bernard de Barrabès"				"sergent d'armes"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e156843																						
86576	"Simon de Montfort"	"Simon de Montfort"				"jadis comte de Leicester, sa veuve et ses enfants"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374353																						
86577	"Simon de Montigny"	"Simon de Montigny"					"bailli de Gisors"	Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374371																						
86578	"Simon de Nesles"	"Simon de Nesles"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374423																						
86579	"Simon de Poissy"	"Simon de Poissy"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374438																						
86580	"Simon de Rabuisson"	"Simon de Rabuisson"				"clerc du roi et lieutenant du prévôt de Paris"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374453																						
86581	"Simon de Rambouillet"	"Simon de Rambouillet"				"clerc du roi, chanoine de Notre-Dame et Saint-Spire de Corbeil, chanoine de la Sainte-Chapelle, commissaire à la vente des biens juifs et à la levée des biens et dettes de feus Biche et Mouche"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374468																						
86582	"Simon de Rochechouart"	"Simon de Rochechouart"				"chevalier du Roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374492																						
86583	"Simon de Sailly"	"Simon de Sailly"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374513																						
86584	"Simon de Saint-Cloud (Me)"	"Simon de Saint-Cloud (Me)"				"chanoine de Meaux, clerc familier de la reine Marie de Brabant"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374525																						
86585	"Simon de Saint-Révérien"	"Simon de Saint-Révérien"				"sénéchal de La Marche"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374540																						
86586	"Bernard de Bourey"	"Bernard de Bourey"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e156858																						
86587	"Simon de Tremblay"	"Simon de Tremblay"				"bourgeois royal de Paris"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374555																						
86588	"Simon de Varennes"	"Simon de Varennes"				chevaiier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374592																						
86589	"Simon de Vendeuil"	"Simon de Vendeuil"				"chanoine de Laon"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374607																						
86590	"Simon de Villeroy (Me)"	"Simon de Villeroy (Me)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374622																						
86591	"Simon du Pré"	"Simon du Pré"				"forestier de la forêt de Crécy-en-Brie"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374638																						
86592	"Simon Lembert"	"Simon Lembert"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374675																						
86593	Simonet	Simonet				"archer de Charles de Valois"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374831																						
86594	Simonet	Simonet				"fils de feu Simon le Juif"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374847																						
86595	"Simonet de Bagnolet"	"Simonet de Bagnolet"				écuyer		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374862																						
86596	Simonin	Simonin				"fils de Colard le Mire"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374873																						
86597	"Bernard de Brantôme"	"Bernard de Brantôme"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e156874																						
86598	"Simonnet de Denisy"	"Simonnet de Denisy"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374888																						
86599	"Simonnet de Grandchamp"	"Simonnet de Grandchamp"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374903																						
86601	"Sohier (Mathieu fils)"	"Sohier (Mathieu fils)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374984																						
86602	"Sohier de Liedekerke"	"Sohier de Liedekerke"				"sire de Boulaere, chevalier et baron de Flandre"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e374995																						
86603	"Soibert (Pierre)"	"Soibert (Pierre)"				"du Plessis-Châtelain, homme de corps"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e375011																						
86608	"Bernard de Canac"	"Bernard de Canac"				"donzel, grand baile royal de La Roque et de Laissac"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e156889																						
86611	"Soubeyre (Jean)"	"Soubeyre (Jean)"				"notaire public royal au Puy"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e375939																						
86612	"Soubiran (Me Raimond)"	"Soubiran (Me Raimond)"				"docteur ès décrets, clerc du roi de France, juge et commissaire du roi Édouard II d'Angleterre"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e375954																						
86613	Soudan	Soudan						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e375985																						
86616	"Souque (Pierre)"	"Souque (Pierre)"				"bourgeois de Toulouse, commissaire député sur les juifs"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e376109																						
86619	"Bernard de Castanet"	"Bernard de Castanet"				"évêque d'Albi, puis du Puy"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e156916																						
86622	Stephanus	Stephanus				"clericus, frater Burelli et Gileti"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e376408																						
86623	Stephanus	Stephanus				"dominus Saligniaci, miles"	"Étienne, seigneur de Saligny"	Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e376423																						
86624	Stephanus	Stephanus				"procurator hominum et universitatum villarum de Caturco, etc."	"Étienne, procureur de Cahors, etc."	Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e376438																						
86625	"Stephanus de Anthoigniaco (magister)"	"Stephanus de Anthoigniaco (magister)"				"collector biennalium"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e376453																						
86626	"Stephanus dictus Coquus"	"Stephanus dictus Coquus"				"armiger, visitator generalis"	"Étienne Le Queux"	Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e376469																						
86627	"Sucrarii (Raimond)"	"Sucrarii (Raimond)"				notaire		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e376510																						
86628	"Sudre (Pernelle)"	"Sudre (Pernelle)"				"bourgeois de La Rochelle"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e376556																						
86630	"Bernard de Castillous"	"Bernard de Castillous"				"de Cambiac"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e156931																						
86632	"Sulpicii (Gui)"	"Sulpicii (Gui)"				"ses. héritiers"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e376750																						
86635	"Symon de Guiencuria (magister)"	"Symon de Guiencuria (magister)"				"legum professor, clericus regis, ad inquirendum super fraudibus"	"Simon de Guyencourt, enquêteur des fraudes commises dans le transit des laines"	Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e376932																						
86637	"Taillerandi (Helias)"	"Taillerandi (Helias)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e376984																						
86638	"Taisson (Jean)"	"Taisson (Jean)"				"bourgeois de Bayeux"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e377011																						
86639	"Talleyrand (Élie)"	"Talleyrand (Élie)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e377056																						
86641	Agnès	Agnès				"(future) femme d'Orri l'Allemand"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e133689																						
86642	"Bernard de Cazaubon"	"Bernard de Cazaubon"				"baile de Port-Sainte-Marie"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e156946																						
86645	"Tartarin (Jean)"	"Tartarin (Jean)"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e377274																						
86646	"Taschier (Ferri)"	"Taschier (Ferri)"				"chevalier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e377289																						
86647	"Tassète de La Perche"	"Tassète de La Perche"				"femme d'Hugonet de Villexavier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e377323																						
86648	"Tassoend (Guillaume)"	"Tassoend (Guillaume)"				"châtelain de Châteldon pour l'archevêque de Narbonne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e377349																						
86649	"Tatains (Guillaume)"	"Tatains (Guillaume)"				"doyen de l'église de Soissons"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e377364																						
86650	"Taurel (Jean) le jeune"	"Taurel (Jean) le jeune"				"marchand, bourgeois de Narbonne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e377395																						
86651	"Tauros (Momet)"	"Tauros (Momet)"				"dit le roi juif de Narbonne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e377436																						
86653	"Bernard de Cénaret (frère)"	"Bernard de Cénaret (frère)"		"Bernard (frère)"		"dom d'Aubrac"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e156961|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e156623																						
86654	Tazart	Tazart				"Tarzat (Pierre), cithadayn de Saintes"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e377526																						
86655	"Teisseire (Bernard)"	"Teisseire (Bernard)"				"boucher de Saint-Antonin"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e377571																						
86658	"Tenanet (Hugues)"	"Tenanet (Hugues)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e377647																						
86659	"Tessier (Jean)"	"Tessier (Jean)"				"notaire du roi à Nîmes"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378000																						
86660	"Tessier (Pierre)"	"Tessier (Pierre)"				"notaire du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378015																						
86661	Tesson	Tesson				"mentions de collation"	"Raoul Tesson, notaire du roi"	Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378033																						
86662	"Tesson (Guillaume)"	"Tesson (Guillaume)"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378057																						
86664	"Bernard de Durban"	"Bernard de Durban"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e156977																						
86665	"Teste (Jean)"	"Teste (Jean)"				"de Saint-Amans"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378117																						
86666	"Teulier (Arnaud)"	"Teulier (Arnaud)"				"baile royal de Cassagnes Bégonhès"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378132																						
86667	"Theobaldus de Essarti"	"Theobaldus de Essarti"				"serviens et visitator generalis"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378221																						
86670	"Thiard (Laurent)"	"Thiard (Laurent)"				"vicomte de Pont-de-l'Arche"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378403																						
86671	"Thibaud II de Navarre,Thibaud V"	"Thibaud II de Navarre|Thibaud V"				"= Thibaud V, comte de Champagne)"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378424|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378478																						
86672	Thibaud	Thibaud				"archidiacre de la Rivière et doyen de Bar, conseiller d'Édouard, comte de Bar"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378439																						
86673	"Thibaud II"	"Thibaud II"				"comte de Bar"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378454																						
86675	"Bernard de Exarto"	"Bernard de Exarto"				"notaire public de Toulouse"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e156992																						
86676	"Thibaud III"	"Thibaud III"				"comte palatin de Troyes"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378489																						
86677	"Thibaud (Me)"	"Thibaud (Me)"				"curé de Saint-Nicolas-des-Champs"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378505																						
86678	Thibaud	Thibaud				"évêque de Nevers"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378520																						
86679	Thibaud	Thibaud				"prêtre, fils de feu Guillaume de Dicy et de Marie"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378535																						
86680	Thibaud	Thibaud				"sire de Rochefort-en-Terre, chevalier"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378550																						
86681	"Thibaud d'Aunoy (Me)"	"Thibaud d'Aunoy (Me)"				clerc		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378568																						
86682	"Thibaud de Bar"	"Thibaud de Bar"				"évêque de Liège"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378595																						
86683	"Thibaud de Châtillon (Me)"	"Thibaud de Châtillon (Me)"				"archidiacre de Ponthieu"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378611																						
86684	"Thibaud de Chepoix"	"Thibaud de Chepoix"				"seigneur du lieu, chevalier du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378626																						
86685	"Thibaud de Dampleux"	"Thibaud de Dampleux"				écuyer		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378664																						
86686	"Bernard de Fargues"	"Bernard de Fargues"				"archevêque de Rouen"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e157007																						
86687	"Thibaud de Denisy"	"Thibaud de Denisy"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378679																						
86688	"Thibaud de Essarti"	"Thibaud de Essarti"				"sergent et visiteur général du transit des laines"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378694																						
86689	"Thibaud de Fleury"	"Thibaud de Fleury"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378705																						
86690	"Thibaud de Lévis"	"Thibaud de Lévis"				"chevalier, jadis seigneur de Lapenne"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378721																						
86691	"Thibaud de Marle"	"Thibaud de Marle"				"bailli du château de Montmirail"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378748																						
86692	"Thibaud de Mousseaux"	"Thibaud de Mousseaux"				"concierge de la maison royale de Paucourt"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378763																						
86693	"Thibaud de Nanteuil"	"Thibaud de Nanteuil"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378778																						
86694	"Thibaud de Nanteuil"	"Thibaud de Nanteuil"				"évêque de Beauvais"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378796																						
86695	"Thibaud de Pontville"	"Thibaud de Pontville"				damoiseau		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378811																						
86696	"Thibaud de Sancerre (Me)"	"Thibaud de Sancerre (Me)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378827																						
86697	"Bernard de Gabarret"	"Bernard de Gabarret"				"héritier d'Augier de Gabarret"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e157022																						
86698	"Thibaud des Granges"	"Thibaud des Granges"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378878																						
86699	"Thibaud des Nappes"	"Thibaud des Nappes"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378893																						
86701	Thibout	Thibout				"Tyboud (Guillaume), bailli de Senlis"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e378991																						
86702	"Thibout (Robin)"	"Thibout (Robin)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379024																						
86703	Thierri	Thierri				"fils de Jean Noël"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379112																						
86704	"Thierri de Montaigu"	"Thierri de Montaigu"				"bourgeois de la commune de Bruyères"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379138																						
86705	"Thierri de Pontoise"	"Thierri de Pontoise"				"enquêteur des fraudes commises dans le transit des laines"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379153																						
86706	"Thierri d'Essommes"	"Thierri d'Essommes"				"garde du scel de la prévôté de Château-Thierry"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379168																						
86707	"Thierri d'Hirson (Me)"	"Thierri d'Hirson (Me)"				"clerc du roi, prévôt d'Aire-sur-la-Lys"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379184																						
86708	"Bernard de Garriga"	"Bernard de Garriga"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e157037																						
86710	"Thomas (Guillaume)"	"Thomas (Guillaume )"				"de Veules"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379313																						
86711	Thomas	Thomas				"curé de Verberie"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379328																						
86712	"Thomas (frère)"	"Thomas (frère)"				"maître général de l'ordre de Saint-Lazare de Jérusalem"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379343																						
86713	"Thomas de Bois-Guillaume"	"Thomas de Bois-Guillaume"				écuyer		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379403																						
86714	"Thomas de Boissy"	"Thomas de Boissy"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379418																						
86715	"Thomas de Bruyères"	"Thomas de Bruyères"				chevalier		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379433																						
86716	"Thomas de Cernay (Me)"	"Thomas de Cernay (Me)"				"clerc du roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379448																						
86717	"Thomas de Cobham (Me)"	"Thomas de Cobham (Me)"				"docteur en décrets et en théologie, envoyé du roi Édouard II"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379483																						
86718	"Thomas V de Coucy"	"Thomas V de Coucy"				"chevalier, seigneur de Vervins"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379499																						
86719	"Bernard de Jean"	"Bernard de Jean"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e157052																						
86720	"Thomas de Crouy"	"Thomas de Crouy"				"homme-lige de l'abbé de Corbie"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379514																						
86721	"Thomas de Ferrières"	"Thomas de Ferrières"				"bourgeois de Gournay-en-Bray"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379529																						
86722	"Thomas de La Cour"	"Thomas de La Cour"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379544																						
86723	"Thomas de Marfontaine"	"Thomas de Marfontaine"				"chevalier du roi, garde du bailliage de Sens"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379559																						
86724	"Thomas de Ritel ou Rituel (Rutel)"	"Thomas de Ritel ou Rituel (= Rutel)"				écuyer		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379577																						
86725	"Thomas des Jardins"	"Thomas des Jardins"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379593																						
86726	"Thomas de Vigneux"	"Thomas de Vigneux"				"chevalier, sa fille"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379608																						
86727	Thomasse	Thomasse				"femme d'Arnaud Verger"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379679																						
86728	"Thomasse de Pouancé"	"Thomasse de Pouancé"				"dame de Marolio, veuve de Gui de Laval"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379694																						
86729	Thomassin	Thomassin				"garde des ustensiles d'argent du Roi"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379709																						
86730	"Bernard de Lacourt"	"Bernard de Lacourt"				"marchand de Mirabel"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e157068																						
86731	"Thomassin de Jambes"	"Thomassin de Jambes"				"sergent à verge du Châtelet de Paris"		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379724																						
86732	"Thotée (Mathieu)"	"Thotée (Mathieu)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379766																						
86734	"Tibert (Simon)"	"Tibert (Simon)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379945																						
86736	"Tièce-Jorie (Renaud)"	"Tièce-Jorie (Renaud)"						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e379971																						
